user_id,recommended_movies
1227,"3089,668,669,2731,3245,1237,3090,1300,53,2609"
1228,"53,2503,1207,678,3245,3468,2019,2357,669,670"
1229,"2503,53,318,326,1193,2959,668,1423,1117,3456"
1230,"1200,2905,3793,2019,3022,745,671,2804,1236,598"
1231,"2804,53,1704,3897,3245,2503,1423,668,3382,1207"
1232,"1276,2238,909,3307,1236,106,3543,2239,1172,3410"
1233,"2019,1240,750,1207,2662,1301,1374,318,589,908"
1234,"541,2203,1260,1248,1267,2066,3683,2019,1617,750"
1235,"953,1207,2197,58,1949,508,1961,1132,1962,1203"
1236,"457,2905,1036,733,1953,2571,858,1198,2353,3578"
1237,"3578,1968,1036,2324,1101,318,2403,457,2000,3916"
1238,"2503,926,923,3089,2351,2731,53,3245,1207,669"
1239,"953,2197,3245,1207,1961,3095,2804,3469,1203,3789"
1240,"2019,2028,2858,2324,318,1233,2924,2905,649,1236"
1241,"1276,2804,3504,649,909,3543,1273,3363,3410,2788"
1242,"2804,1117,670,326,53,1423,3245,668,2925,572"
1243,"1276,3307,649,909,2804,2937,905,3410,3022,1236"
1244,"3307,3504,923,53,2360,2959,3424,2731,1276,668"
1245,"2660,1270,2010,1301,3793,480,1921,3527,1077,3658"
1246,"2905,2324,3022,649,745,1236,3410,771,1259,1172"
1247,"2019,318,1207,1233,953,926,668,3089,527,1104"
1248,"2858,2997,858,2804,2959,111,3897,3022,1221,1136"
1249,"32,2010,1253,1921,260,1214,1077,1653,1301,2117"
1250,"1276,2804,1236,2324,3410,3200,649,3363,1136,1537"
1251,"2289,2804,3410,1136,1276,1273,3504,1060,1394,1517"
1252,"53,1949,2609,1237,3245,2360,3089,1423,214,1207"
1253,"909,3307,1207,1276,3089,2804,923,649,3090,53"
1254,"17,3307,3668,2920,1230,916,2935,3822,2969,1046"
1255,"1207,1193,1276,2925,1956,3416,3152,3090,1225,2503"
1256,"3634,1358,1212,3849,1834,3551,3075,3546,2967,1260"
1257,"2905,1197,1291,1254,3470,1303,3172,2970,3168,1287"
1258,"922,1252,1260,1248,2186,1267,3683,2726,541,1748"
1259,"1240,1200,3471,1253,2571,2288,1374,1584,260,1376"
1260,"53,953,3245,668,670,2925,1423,1949,1104,923"
1261,"1279,1273,2997,1136,1236,1884,1243,2324,3275,568"
1262,"3552,1276,1136,318,3421,1279,1243,3897,104,1923"
1263,"1136,3552,3814,333,1968,449,1257,231,3022,2109"
1264,"2503,668,1236,670,53,649,1207,3410,3083,3307"
1265,"2238,923,3307,1228,1276,3410,1243,1104,1734,2289"
1266,"1207,1276,926,2503,1104,954,1203,2238,669,670"
1267,"858,3134,53,1207,1953,2019,670,2503,1250,1276"
1268,"3307,1207,923,2503,1104,3089,926,2925,306,3090"
1269,"2324,3897,2804,1276,3410,909,2289,318,1193,3307"
1270,"923,1423,1193,926,318,954,2313,668,953,53"
1271,"2804,3307,1172,3022,951,3629,905,3897,909,1281"
1272,"3307,1172,3022,3897,2997,2289,3083,909,1281,3410"
1273,"3307,1276,909,2804,3410,649,3022,2238,3897,3245"
1274,"1423,2360,3245,2503,2609,306,1900,670,326,53"
1275,"1178,1224,1272,3196,1233,1299,3091,1939,1208,110"
1276,"3022,3814,1002,598,649,951,2999,3462,905,1276"
1277,"1219,1333,1278,1258,1348,841,3832,2648,2654,1340"
1278,"110,2324,1242,2905,1259,1968,1262,1276,1270,1250"
1279,"213,1131,1207,2925,2357,2329,1132,1900,2360,1423"
1280,"2324,2804,593,1276,318,3897,1060,908,858,909"
1281,"1423,53,1237,3089,3090,2503,923,668,1131,2908"
1282,"2804,1236,3307,1276,1172,2503,568,649,2248,1002"
1283,"1307,1172,2080,587,17,1101,932,916,11,914"
1284,"678,1358,1193,53,1207,213,3095,858,1276,3092"
1285,"53,670,1423,649,669,3038,326,3469,2503,668"
1286,"53,1423,978,1237,668,1104,1280,923,1193,1719"
1287,"1193,1276,923,953,1207,908,954,2804,858,1104"
1288,"2503,326,53,3245,669,1423,1193,668,318,3090"
1289,"2905,1242,527,110,3470,3245,53,3578,1233,3062"
1290,"2804,3307,1276,318,953,1207,3451,909,2503,1236"
1291,"2503,669,1207,326,3245,53,953,1900,2804,2357"
1292,"2324,2019,3317,1193,2997,1243,3504,668,2238,3410"
1293,"3897,1276,2599,3410,1236,2788,1449,1279,649,1060"
1294,"3022,3306,649,947,3341,298,1002,3929,1934,2804"
1295,"922,1207,318,53,3245,2186,1193,3334,1225,2804"
1296,"2324,2858,1172,2804,1276,1246,1236,3897,2503,1193"
1297,"1193,923,318,1276,1221,2804,3083,1228,2238,670"
1298,"53,2503,1423,2019,669,670,3307,1236,3038,3089"
1299,"2924,2905,2692,1291,3576,1234,910,50,2288,3022"
1300,"1278,2867,1241,1407,1340,3727,1214,2644,2918,3535"
1301,"953,2197,2019,2804,909,3092,2357,669,954,1131"
1302,"1240,2009,1253,2662,1214,1876,1909,1301,1127,1200"
1303,"1244,1236,3307,649,3200,562,1273,2503,3468,3410"
1304,"2571,110,2905,1287,3793,3527,1580,1387,2640,1270"
1305,"3338,1147,128,3677,1111,116,787,246,2930,1797"
1306,"2324,1276,1236,3363,3307,3410,649,3083,909,232"
1307,"2571,1200,457,1240,1218,593,2762,1610,2019,3147"
1308,"318,2804,1276,2905,3363,649,1242,1259,3410,3578"
1309,"2324,916,1307,1226,1172,1236,2804,937,1101,539"
1310,"318,53,2503,2501,953,1207,2357,3469,2329,1193"
1311,"2905,1242,1262,1250,2019,1291,1233,318,969,3196"
1312,"745,750,1282,1175,2495,1148,720,3000,1223,29"
1313,"2019,3578,1036,110,1242,318,858,1233,1954,3654"
1314,"2861,3851,3536,497,2624,838,3353,649,1680,3092"
1315,"3307,668,1276,1237,2920,670,2731,53,649,2503"
1316,"318,2324,1276,2804,924,3307,1193,2858,649,3897"
1317,"3307,1172,53,649,2503,1236,345,909,669,1207"
1318,"649,1276,2858,3462,2324,1236,1537,568,1002,345"
1319,"2804,2324,3851,3233,2918,3897,598,3831,1236,3565"
1320,"2019,2905,1788,3310,111,522,2347,296,3267,3405"
1321,"909,3022,2324,3067,106,955,3363,2858,951,947"
1322,"3022,1172,649,2324,3897,3083,3410,3067,1236,955"
1323,"3307,1247,2920,912,446,668,58,670,2935,2360"
1324,"2804,2503,2324,953,1060,2329,1968,678,1236,3468"
1325,"2804,1276,2937,1172,3629,947,2918,649,1236,3429"
1326,"2324,2804,1236,649,1060,3410,864,1276,3083,2503"
1327,"1233,1090,1250,1242,3091,1224,1263,3035,1184,3811"
1328,"2905,2019,2571,1610,3578,2948,1218,858,969,1242"
1329,"3022,1236,2324,2019,905,951,955,2905,1276,2924"
1330,"2324,318,2858,3030,3897,1172,3245,2804,3092,2197"
1331,"2503,670,53,668,954,1423,669,3245,557,1117"
1332,"3022,3629,2937,1276,1537,947,1281,905,2324,1148"
1333,"3897,1237,2503,668,1207,3038,909,3307,3129,670"
1334,"3897,2324,2804,908,593,923,1276,111,2019,2289"
1335,"670,923,3307,1276,3089,1237,2351,2503,926,2731"
1336,"745,318,2503,1223,3245,2355,908,2804,2858,912"
1337,"1,2137,588,2081,1148,1013,755,917,2761,2102"
1338,"2019,2905,1954,1240,1610,3265,1233,1788,2329,2924"
1339,"858,1172,593,1953,1276,6,2905,1221,1243,1218"
1340,"2804,1060,1704,2324,1131,3897,2019,2905,2503,3307"
1341,"1219,1258,2519,3535,1278,1350,1333,2716,3928,3499"
1342,"1036,2905,1214,1218,858,3578,2019,1198,1387,1240"
1343,"909,649,1236,955,2937,905,951,3307,1537,3200"
1344,"2324,2197,53,649,1423,1207,3245,3897,2931,2609"
1345,"3072,1172,3022,2324,1235,1446,3088,951,1307,3306"
1346,"3022,955,951,3868,2791,2858,3233,649,1136,2997"
1347,"1172,2324,3307,2804,898,318,2248,3083,1236,1211"
1348,"1023,745,1223,2761,3429,2138,3751,2141,3307,755"
1349,"2905,2019,1200,3578,1610,2948,480,1954,2916,1218"
1350,"1172,892,3307,1236,2804,1784,1276,1207,2503,3410"
1351,"593,3147,457,908,678,628,745,2905,1358,2324"
1352,"670,53,3089,669,1207,923,1193,2503,1545,3090"
1353,"720,649,2571,2905,2189,1136,2858,3233,1215,2997"
1354,"2324,1236,649,1172,2918,1257,2804,1243,3410,771"
1355,"3307,1172,1226,916,2935,943,11,2248,1571,3475"
1356,"1236,307,568,1243,1136,1273,32,1966,101,3067"
1357,"1387,2651,841,2488,565,1349,3727,3018,3875,858"
1358,"858,2019,1218,1953,2905,1221,3703,593,1199,1788"
1359,"2080,34,2141,2099,3034,919,2102,1033,3429,3615"
1360,"2959,318,2858,3949,1193,668,1243,2329,994,1423"
1361,"2804,3307,909,1276,318,3363,3451,1193,923,2503"
1362,"3471,750,1253,1207,2503,1214,668,318,3307,1104"
1363,"2858,2324,649,3897,3410,3911,1276,3083,3543,3341"
1364,"2644,1982,3338,2488,1340,3727,1347,128,3676,1350"
1365,"318,53,2197,1423,2360,213,2931,3089,3245,1132"
1366,"649,3083,905,2804,3307,933,598,1276,1278,2935"
1367,"905,3022,2937,1002,916,1172,598,2324,3363,955"
1368,"3022,3307,1276,2935,951,3462,2791,2937,3629,1136"
1369,"649,3022,2019,2905,1236,1276,2503,568,668,1257"
1370,"858,1387,1214,1278,2019,1276,2804,3307,1261,1221"
1371,"3245,53,2503,670,926,1193,1423,1104,2609,2132"
1372,"1196,260,1240,1200,1214,750,1198,2905,457,1270"
1373,"1947,3471,594,1301,1253,2078,945,1066,2571,73"
1374,"3089,953,2503,923,53,670,1131,2731,3090,1423"
1375,"3307,1172,898,1244,1230,649,838,1236,916,2324"
1376,"1207,953,2503,1193,669,3245,53,670,1203,1132"
1377,"260,2905,1214,3578,1287,2019,940,1954,3836,858"
1378,"1252,911,3307,933,1172,931,3334,1264,1260,3739"
1379,"318,3245,2324,1193,1207,1172,669,670,53,3307"
1380,"2905,1215,1218,2019,1374,3740,2948,2949,2115,745"
1381,"1276,909,2324,1236,649,3363,3307,3552,2503,3022"
1382,"2503,668,318,1193,2609,2329,1423,926,53,670"
1383,"909,3245,2197,2503,649,3410,2238,670,1060,3022"
1384,"1214,1200,1240,1196,593,111,1218,924,260,1199"
1385,"1278,1276,2804,649,3022,3067,2324,3410,1236,909"
1386,"1243,1236,1279,562,1273,3410,2289,649,3424,3317"
1387,"3307,668,1211,649,1237,1251,3089,2920,3504,1273"
1388,"908,3849,2983,1036,3634,1358,3147,1218,2819,3505"
1389,"2019,1207,953,2804,1193,3469,912,3468,1203,949"
1390,"1276,2324,953,3451,1172,1207,2019,2352,150,3526"
1391,"2804,3307,898,3897,1307,3022,916,2937,649,3739"
1392,"3147,2324,3469,1704,3753,1953,1784,2019,3916,1233"
1393,"53,1900,1246,2609,669,1207,1423,668,2607,326"
1394,"2288,1214,1097,2664,1270,3932,260,2660,1240,919"
1395,"1236,1175,3022,1206,1449,2788,3814,101,1273,2301"
1396,"1243,3083,1273,1449,1235,3814,101,3022,771,3410"
1397,"1199,1175,1921,29,2594,1527,1215,649,2117,1584"
1398,"318,593,53,3801,2197,1193,1207,1086,3147,911"
1399,"2804,678,1276,2324,858,1218,53,933,1953,628"
1400,"1207,2324,53,953,670,1193,2609,1203,2503,1704"
1401,"318,2329,3245,2197,2503,53,2959,1246,1193,2624"
1402,"2324,2804,2503,3245,2329,1193,2197,1968,3038,1276"
1403,"1301,2905,1198,3417,1253,2660,2640,29,2681,2275"
1404,"3022,3629,3462,1136,1281,2937,1537,3306,3532,3307"
1405,"2324,318,2858,1236,3307,649,3410,1243,668,1193"
1406,"2503,670,1207,2925,668,669,1117,1900,2609,2357"
1407,"1207,1423,669,3245,2503,53,670,1193,1300,668"
1408,"858,1240,2019,1198,1036,1200,1387,2905,1953,1221"
1409,"3022,649,1236,1276,3897,2791,1243,909,1394,232"
1410,"2571,1240,1196,1215,589,2288,260,2916,1580,1527"
1411,"2289,3424,3504,3083,1273,2238,3317,232,3307,3410"
1412,"1953,608,1214,2019,2571,1240,1196,589,924,1253"
1413,"2351,3307,908,3089,1095,1236,923,858,1237,1276"
1414,"1198,1036,2905,1196,2019,260,1610,940,1240,1291"
1415,"2324,2019,1172,2804,1207,2503,649,3410,3245,53"
1416,"3245,2324,2503,3307,909,2804,1207,649,318,1172"
1417,"318,1193,1207,2503,668,670,53,3245,954,923"
1418,"2905,1287,2019,3578,858,940,2948,2947,1218,624"
1419,"2324,1172,318,3307,1423,3897,2804,2197,1193,2908"
1420,"1193,2804,908,2905,1276,1953,111,53,296,1207"
1421,"649,2289,3410,1885,1243,2804,3067,3307,1235,345"
1422,"2858,3307,649,3410,909,3022,1236,3504,1172,232"
1423,"1079,649,1963,1235,2804,3410,1292,1276,3022,1449"
1424,"1982,1258,1340,1219,1997,1348,1214,1278,2644,2648"
1425,"649,3410,909,1236,1423,1276,2360,3424,232,668"
1426,"1276,909,858,1193,3307,3083,1236,3451,1172,2238"
1427,"2324,2804,745,3147,1197,356,3578,1148,3897,2905"
1428,"1214,1276,111,2804,1193,1228,3089,1104,318,923"
1429,"318,670,2503,1207,953,593,3147,3307,53,2493"
1430,"649,1236,1276,3022,3307,1243,3543,3410,3814,2791"
1431,"1276,2804,3022,3897,2324,2019,909,3083,2352,3462"
1432,"2571,2324,745,1197,318,2905,2804,1196,1240,1148"
1433,"2019,2905,1196,2571,260,1218,1376,1210,1610,3578"
1434,"3233,1218,3925,1875,3622,1648,371,1279,417,649"
1435,"2804,1236,2289,668,2997,649,3022,909,1276,3897"
1436,"3083,2324,1276,3307,1207,909,3451,345,649,3897"
1437,"53,2503,2360,669,3245,3222,2925,307,3192,1423"
1438,"1136,2324,2804,1449,2301,3814,1394,1276,2918,1236"
1439,"930,1069,3683,3334,942,2940,2066,2726,746,541"
1440,"923,3089,1237,1178,2360,670,2351,3038,3949,2931"
1441,"2324,3897,2618,2706,1236,1449,2918,449,598,2997"
1442,"30,2731,2931,1237,924,1243,29,2117,2609,3949"
1443,"2858,1193,1060,649,1196,2503,53,3245,2324,110"
1444,"2324,2858,2804,1276,649,3363,909,1236,1704,2503"
1445,"1214,2019,924,608,1206,541,1237,296,2985,1240"
1446,"3410,1273,3307,668,1236,649,3022,3083,1719,3200"
1447,"2360,649,3424,3410,1131,1423,3245,1207,1211,106"
1448,"3897,53,2357,1207,2503,669,2925,1236,1131,953"
1449,"668,2503,3083,3410,3245,1236,3897,2351,3089,1243"
1450,"905,2324,1446,3897,3232,3451,1172,3022,1537,3629"
1451,"2804,2503,3245,53,2925,3504,669,1104,3092,2731"
1452,"1236,649,3067,2804,3410,1273,2289,1276,2503,909"
1453,"2804,2324,1236,1136,649,104,1276,3552,2918,3421"
1454,"912,1178,1208,3091,1233,1250,1299,3134,1222,1224"
1455,"1247,3307,2920,2020,1172,1296,3822,2067,3475,1244"
1456,"318,858,2019,2503,1193,1953,2197,326,53,908"
1457,"2324,53,953,2197,2329,2357,3350,3469,1961,1132"
1458,"2324,1276,1236,2289,909,3307,3317,3363,2329,649"
1459,"3814,1276,1963,3421,1292,1394,3022,1136,3481,3462"
1460,"260,1196,1240,1527,1197,1198,3793,589,780,1200"
1461,"318,1214,3245,1193,904,593,3730,908,111,557"
1462,"2324,1196,1276,318,1193,2019,527,2503,3092,3245"
1463,"1172,3307,916,898,1247,1197,2920,932,1226,58"
1464,"2905,457,3578,1036,1242,1200,2019,3062,1287,1408"
1465,"1193,53,669,2357,2609,3092,2329,3245,1203,3469"
1466,"2905,3578,2019,2947,1218,2993,1953,3552,2194,296"
1467,"2804,1276,3363,318,909,649,1968,1060,3451,1207"
1468,"2905,2019,1197,2949,2948,940,1610,3635,1953,1287"
1469,"3814,2858,1002,3022,3462,1537,1281,1162,2788,2997"
1470,"318,2000,150,2324,1036,1918,3147,3451,2001,3363"
1471,"2132,923,1193,2360,1237,2503,1104,53,2351,2731"
1472,"2905,2019,1218,110,589,969,318,940,1953,3384"
1473,"858,2905,1198,260,1200,1214,1221,1233,1242,1222"
1474,"668,2731,53,1423,1719,2925,3089,2351,1279,1273"
1475,"1247,1300,2927,1172,2858,446,3307,669,3456,1228"
1476,"3114,745,1148,1023,3307,1223,1028,2761,1172,3429"
1477,"2858,1212,593,908,2804,1269,3801,3022,2208,111"
1478,"2959,1193,318,53,3160,2858,1423,1095,2575,669"
1479,"3307,1172,1244,1211,2920,898,2935,446,265,3855"
1480,"2858,1193,2959,2360,53,2931,2503,318,97,669"
1481,"2137,919,720,2099,3034,1023,3429,2761,1207,3159"
1482,"318,593,2858,111,908,2503,53,668,858,1276"
1483,"306,3266,668,308,2609,307,2959,1175,1243,2019"
1484,"2858,1276,1193,2804,3089,2324,3897,2351,1104,1207"
1485,"649,1276,678,2324,318,3147,3897,1358,3410,1236"
1486,"2019,1276,2324,908,318,593,745,2503,668,2804"
1487,"1066,914,907,1947,2946,1220,900,3307,2863,935"
1488,"2503,111,2360,908,2959,1953,1423,1221,1104,53"
1489,"3307,1276,909,106,3629,1172,1236,3022,1537,858"
1490,"2905,3405,1242,1287,1788,1218,3062,3310,474,2347"
1491,"909,923,3307,1276,668,926,2804,670,1211,1423"
1492,"2858,1394,2395,1276,1273,1136,3504,3083,3307,750"
1493,"3307,1172,1276,905,3897,2804,1223,745,1236,3022"
1494,"1136,1276,2804,1278,1214,1223,3114,2019,745,3022"
1495,"1199,1243,1175,750,1273,3022,3410,2010,2495,1648"
1496,"3022,2936,3462,951,2973,3629,1002,1292,1276,1449"
1497,"2905,3578,1218,1291,3404,593,733,1434,3405,377"
1498,"2019,2324,1233,1423,2503,668,1193,2931,53,3245"
1499,"1036,2019,593,1214,2905,1200,1218,1953,474,908"
1500,"2395,2804,1963,3462,3814,1276,1281,3022,3868,1236"
1501,"905,916,864,3307,3022,1002,324,955,649,1172"
1502,"3740,2019,1297,955,2324,2000,2905,3451,1198,951"
1503,"2019,1214,1276,1240,2905,3307,1233,53,2503,2324"
1504,"2905,2019,1214,1240,1917,589,1047,858,1610,2288"
1505,"3307,1236,3504,649,2289,3022,668,3067,2324,53"
1506,"318,2804,2019,1276,3114,3035,923,3022,2503,1236"
1507,"2858,905,2324,1537,3462,649,3307,1238,1281,909"
1508,"318,2959,668,2858,2329,1423,669,670,1704,2019"
1509,"1214,1200,2804,1197,671,3421,1136,1270,1215,2918"
1510,"527,2028,912,2804,318,356,3451,593,1704,1196"
1511,"1233,2905,2019,1224,1939,110,3035,3134,3196,1200"
1512,"2997,3897,1394,1236,3814,1276,3929,3022,2937,2395"
1513,"527,318,3196,1299,1272,1224,1925,1936,1200,3091"
1514,"1243,649,3814,3022,1236,3897,2324,1079,2395,2973"
1515,"1236,649,2804,2324,1276,3410,3307,3067,3022,3897"
1516,"2324,1172,1235,2804,1136,1276,3897,909,3451,1279"
1517,"2503,3089,53,2313,1952,2132,1423,923,2360,326"
1518,"1240,1374,1253,480,3793,1356,750,3527,2916,1301"
1519,"1276,3022,3307,3543,2289,909,2238,3629,3067,1273"
1520,"1196,1287,2019,457,1198,2028,318,2905,593,1954"
1521,"3089,2351,2731,2132,306,1237,3090,2360,926,1207"
1522,"2660,1199,2662,3658,2664,3032,3932,3576,1584,2407"
1523,"2795,2019,2937,3911,649,3022,3462,1236,69,2924"
1524,"318,649,2905,589,2324,1200,1214,1036,1871,1218"
1525,"3307,3022,1172,2804,649,1236,951,1276,3462,2324"
1526,"3307,1172,1211,2920,58,1193,2927,2804,668,446"
1527,"2858,2329,2503,1228,53,2931,1200,296,3245,2324"
1528,"1278,2288,1276,2804,908,318,2019,1197,111,2324"
1529,"2905,1198,2571,1275,1291,1197,1218,2916,260,3000"
1530,"2324,1236,3307,649,3363,3022,3410,1172,3504,1449"
1531,"1214,1196,1240,260,2571,1200,593,1206,750,111"
1532,"1236,3897,1276,2324,1136,3307,2804,1968,649,771"
1533,"318,670,2503,908,649,1236,593,2804,3147,1276"
1534,"318,1949,670,1207,2609,2501,2503,668,953,2351"
1535,"1276,1963,2804,909,905,2858,3022,2599,3083,3629"
1536,"1276,2858,2324,318,3469,1172,3095,2197,1207,3245"
1537,"318,3147,2571,2324,3578,2804,1196,2028,1036,2762"
1538,"2858,1449,2324,3851,1136,1235,649,598,1002,1236"
1539,"1252,1617,2203,1267,2186,1260,922,3683,593,541"
1540,"2858,649,318,53,2624,3307,2324,2905,1276,1236"
1541,"1193,2503,2804,2019,1117,1207,1236,3245,53,3092"
1542,"2019,1197,2905,953,2324,858,1200,1207,954,1233"
1543,"1218,593,678,2905,933,2804,745,908,649,1136"
1544,"1270,1214,1198,671,318,2804,593,1197,2407,3022"
1545,"1178,3134,2360,1423,1900,53,2503,668,1299,670"
1546,"3451,909,649,1236,3363,1172,1207,3307,2501,150"
1547,"1172,2804,1096,2324,3307,1207,1271,838,3090,3548"
1548,"345,1734,1207,3451,1276,909,953,2503,3410,2324"
1549,"1273,1236,771,3022,3067,649,1276,3410,562,1243"
1550,"1193,668,1423,2959,1207,3245,923,2503,670,53"
1551,"1104,923,1228,3307,2804,2313,3089,3083,2324,2731"
1552,"1207,3095,670,3415,923,2238,1104,1300,953,2324"
1553,"1,588,2355,595,1014,1907,1022,919,2804,2059"
1554,"593,678,2762,3634,3505,628,2819,50,2983,1036"
1555,"2324,3307,909,1193,1207,670,1236,3083,2858,3410"
1556,"668,670,3089,1237,3245,3134,53,1900,3307,3415"
1557,"1235,2318,2324,2804,1136,1537,1276,106,927,909"
1558,"2905,1200,1240,2019,1214,1374,1036,1215,1287,2288"
1559,"2503,608,669,1207,858,1900,3415,670,668,318"
1560,"2905,2019,1214,2924,858,3307,1240,3022,1200,2804"
1561,"1236,668,2503,53,2360,2931,2609,2804,1237,3245"
1562,"1258,1219,1997,1982,1278,2648,1387,1333,2644,1347"
1563,"3307,3504,2289,1276,3083,2324,232,345,3317,1885"
1564,"2019,858,1036,2924,1221,1198,1953,1240,1218,2905"
1565,"3022,1136,1236,3462,1449,1002,1830,1243,1281,2788"
1566,"318,1193,1237,2503,2019,2028,2329,1233,527,1178"
1567,"2351,2503,2360,668,1423,3038,669,2132,53,3415"
1568,"1002,2804,649,1136,568,3022,2324,3897,598,2788"
1569,"1104,53,669,668,1237,2351,2357,1300,2925,670"
1570,"608,2186,2726,541,111,3730,1207,908,1953,3089"
1571,"1207,668,670,649,2503,2804,1276,53,909,3245"
1572,"3147,593,908,678,1358,3510,2183,628,1834,3634"
1573,"1923,1136,2788,3022,3911,2937,2791,2706,2997,3868"
1574,"2861,649,1236,3851,3410,2804,1002,3882,3363,598"
1575,"1233,2905,1788,3134,750,1178,1204,1218,3310,3265"
1576,"3307,2935,3668,932,3097,3739,2920,936,937,1286"
1577,"2324,1172,318,2804,3897,2503,3307,3410,1423,53"
1578,"2905,2019,110,3578,1233,1210,1218,1374,1221,1527"
1579,"53,3469,3245,1423,2503,954,669,3095,3451,1132"
1580,"911,1212,123,3788,3730,3801,578,3307,2208,53"
1581,"2858,318,1172,2329,3897,3307,1246,1276,345,1704"
1582,"937,916,2324,597,1307,11,539,356,598,905"
1583,"2858,3415,2360,1300,53,1193,2609,318,2503,306"
1584,"2324,649,2905,3410,232,3233,1279,3129,598,3200"
1585,"838,2324,916,3307,345,898,2935,3083,53,905"
1586,"3307,2937,1172,909,2324,1537,898,3072,649,232"
1587,"3307,1236,1276,3022,649,771,232,106,670,2503"
1588,"3022,2937,951,3629,955,947,905,1276,3462,2804"
1589,"1200,2010,3702,2117,593,1175,2660,858,3932,2664"
1590,"318,1207,953,2197,1704,3245,3092,2329,2858,668"
1591,"1276,649,3897,909,3410,232,345,1236,3200,2324"
1592,"3307,905,1279,1172,1236,3410,1537,649,3022,232"
1593,"858,608,1221,1060,3147,2503,1036,1953,2804,1276"
1594,"1276,1537,3022,2937,3629,3306,3307,3929,3462,947"
1595,"1104,1193,318,3089,1207,2609,3245,668,53,923"
1596,"318,1193,1176,3245,2360,306,3006,53,669,2329"
1597,"2289,3089,1104,106,1228,1276,3410,2324,2804,1193"
1598,"1199,29,1175,2010,741,2117,1921,2660,2594,2905"
1599,"1236,2503,649,1276,3245,568,3897,2931,2847,3233"
1600,"1197,905,1276,3307,955,3462,951,3022,2019,909"
1601,"2019,858,2905,1036,1218,1221,2924,1197,1953,1198"
1602,"2324,53,670,1193,3897,669,923,1207,2329,668"
1603,"2197,2804,318,649,1172,2324,2503,3451,2352,53"
1604,"1193,318,923,668,2351,1300,1952,1104,1423,2731"
1605,"53,2197,3245,2503,669,3451,3307,649,909,1900"
1606,"908,1036,678,933,3634,1240,111,1953,924,2019"
1607,"2503,326,1423,2931,3092,2360,1193,2197,3245,669"
1608,"923,1207,318,953,1276,1193,1104,909,670,3468"
1609,"3307,2804,1172,2324,1276,909,3022,2352,3410,649"
1610,"2762,3147,628,3510,3849,678,47,2983,908,1249"
1611,"1193,1276,908,111,1953,678,2905,1243,53,745"
1612,"1209,3467,714,1304,3487,3737,3093,3037,3074,2921"
1613,"909,3307,2804,3897,908,2019,1172,3504,3451,1104"
1614,"2905,1198,2019,1214,940,3470,260,1197,1196,1303"
1615,"2931,670,3089,923,2858,318,111,2503,593,669"
1616,"2324,1243,2804,3897,2788,223,2593,1172,318,3787"
1617,"1374,1376,2288,1198,1036,2905,1653,1610,3703,1129"
1618,"2324,53,3504,1243,2197,3245,3090,2360,3410,232"
1619,"318,2503,1900,53,3469,669,3245,2931,214,1117"
1620,"1945,910,1221,3741,1953,3328,3362,3265,2194,681"
1621,"53,2019,1423,3382,593,908,2905,2503,2197,318"
1622,"1178,1224,912,3091,1250,1272,1233,1217,1299,3196"
1623,"2660,1301,2010,1199,3703,3702,1580,2407,1210,968"
1624,"2924,2905,858,1221,3000,1788,750,1136,29,2997"
1625,"2324,318,3245,2609,909,2503,1193,2624,2804,2197"
1626,"2959,53,1193,668,3038,1131,1423,923,2503,1228"
1627,"1218,2571,593,2762,3147,3578,2019,1240,1953,649"
1628,"1276,53,670,909,2360,668,3504,3307,2503,1423"
1629,"2571,1218,2019,2905,1240,1610,1953,1198,474,50"
1630,"904,1212,924,903,2208,3801,3730,950,800,906"
1631,"3363,2937,1537,3307,3629,1002,927,3306,3462,598"
1632,"2959,3160,668,2731,2931,2624,1273,3949,2324,1719"
1633,"318,2324,2804,1196,527,1193,3897,1172,1197,2028"
1634,"1172,3307,497,2396,916,1307,2935,898,2804,1207"
1635,"1276,3897,1236,909,3317,232,649,3629,1233,2804"
1636,"1228,1673,1095,3317,318,3192,1423,1354,306,1594"
1637,"260,1240,1214,1077,1196,750,1199,1301,1253,1206"
1638,"2804,1236,2324,649,909,1207,3410,3083,1276,668"
1639,"1423,2804,53,858,1276,953,2197,670,2360,2501"
1640,"1036,1218,1240,1214,1198,2905,2019,1200,1196,593"
1641,"1196,260,1240,1214,1374,1200,1036,1210,1198,1610"
1642,"318,2804,1207,2028,1276,953,2019,3469,2324,1203"
1643,"3634,2488,1076,1218,3075,1358,3849,3551,928,1889"
1644,"1036,2571,3147,457,1196,1214,1610,908,2028,678"
1645,"905,955,1446,3306,1537,1937,1238,3022,2324,3341"
1646,"2731,3415,668,1237,923,306,2360,1104,1251,670"
1647,"1276,2324,2019,649,1236,909,3307,3022,1060,905"
1648,"2324,2804,3897,1279,318,2208,3022,1236,3245,3410"
1649,"1237,668,1193,306,307,3089,1104,53,1251,2731"
1650,"3307,909,1276,745,951,3363,3897,1236,955,2019"
1651,"110,2571,527,3147,2662,2762,1242,589,1196,1240"
1652,"2324,2804,1276,3451,1060,649,3096,1968,318,1784"
1653,"2324,2804,3410,232,3083,909,2352,3504,318,3317"
1654,"2360,2731,3089,3415,2351,3090,1423,1952,923,670"
1655,"3421,3552,1136,223,1276,2795,1968,598,1236,3210"
1656,"1610,2353,1036,1608,457,2058,3147,474,1573,2881"
1657,"2355,2761,1907,1148,1812,2804,2080,1023,917,745"
